Ubat_W/m²_K;Complément_d'adresse_bâtiment;Méthode_application_DPE;N°_département_(BAN);Qualité_isolation_menuiseries;Nombre_appartement;Emission_GES_5_usages_énergie_n°2;Coordonnée_cartographique_X_(BAN);Date_fin_validité_DPE;Protection_solaire_exterieure_(0/1);Coût_total_5_usages;Conso_ECS_dépensier_é_primaire;Catégorie_ENR;Présence_brasseur_air_(0/1);Date_établissement_DPE;Score_BAN;Type_énergie_n°2;Conso_auxiliaires_é_primaire;N°_étage_appartement;N°_région_(BAN);Deperditions_planchers_hauts;Adresse_brute;Emission_GES_refroidissement_dépensier;Version_DPE;Deperditions_planchers_bas;Surface_tertiaire_immeuble;Coût_chauffage;_i;Qualité_isolation_plancher_bas;Déperditions_renouvellement_air;Surface_habitable_logement;Type_énergie_n°1;Conso_chauffage_é_finale;Besoin_refroidissement;Emission_GES_éclairage;Code_INSEE_(BAN);Conso_refroidissement_dépensier_é_primaire;Conso_ECS_dépensier_é_finale;Typologie_logement;_score;Classe_altitude;Coût_ECS;Conso_ECS_é_primaire;Nombre_niveau_logement;Adresse_(BAN);Emission_GES_ECS;Conso_chauffage_dépensier_é_finale;Date_visite_diagnostiqueur;Conso_refroidissement_é_finale;Déperditions_ponts_thermiques;Coordonnée_cartographique_Y_(BAN);Type_énergie_n°3;_geopoint;Emission_GES_5_usages_par_m²;Logement_traversant_(0/1);Conso_chauffage_é_primaire;Deperditions_enveloppe;Cage_d'escalier;Emission_GES_5_usages_énergie_n°1;Hauteur_sous-plafond;Inertie_lourde_(0/1);Qualité_isolation_enveloppe;Conso_éclairage_é_finale;Identifiant__BAN;Déperditions_portes;Coût_chauffage_dépensier;Emission_GES_auxiliaires;Statut_géocodage;Emission_GES_refroidissement;Position_logement_dans_immeuble;Coût_refroidissement;Conso_5_usages_é_primaire;Besoin_ECS;Coût_chauffage_énergie_n°1;Indicateur_confort_été;Conso_5_usages_é_finale_énergie_n°1;Code_postal_(BAN);Emission_GES_chauffage;Type_installation_chauffage;_id;Coût_ECS_dépensier;Surface_habitable_immeuble;Conso_éclairage_é_primaire;_rand;Nombre_niveau_immeuble;N°_DPE_remplacé;Conso_5_usages/m²_é_finale;Type_bâtiment;Conso_refroidissement_dépensier_é_finale;Nom_résidence;Date_réception_DPE;Qualité_isolation_plancher_haut_comble_aménagé;N°DPE;Type_énergie_principale_chauffage;Type_installation_ECS_(général);Isolation_toiture_(0/1);Conso_5_usages_é_finale;Conso_chauffage_dépensier_é_primaire;Coût_éclairage;Classe_inertie_bâtiment;Etiquette_GES;N°_voie_(BAN);Coût_ECS_énergie_n°1;Emission_GES_chauffage_dépensier;Coût_chauffage_énergie_n°2;Conso_auxiliaires_é_finale;Déperditions_murs;Deperditions_baies_vitrées;Qualité_isolation_murs;Etiquette_DPE;Emission_GES_5_usages;Emission_GES_5_usages_énergie_n°3;Conso_refroidissement_é_primaire;N°_DPE_immeuble_associé;Coût_ECS_énergie_n°2;Invariant_fiscal_logement;Code_postal_(brut);Zone_climatique_;Coût_ECS_énergie_n°3;Coût_chauffage_énergie_n°3;Conso_ECS_é_finale;Modèle_DPE;Coût_auxiliaires;Coût_refroidissement_dépensier;Nom__rue_(BAN);Nom__commune_(BAN);Emission_GES_ECS_dépensier;Conso_5_usages_par_m²_é_primaire;Besoin_chauffage;Appartement_non_visité_(0/1);Complément_d'adresse_logement
2.02;2023/3866/BCA;dpe appartement individuel;69.0;bonne;1.0;;842399.65;05/08/2033;FAUX;1477.1;4243.9;;FAUX;06/08/2023;0.59;;349.5;0.0;84.0;0.0;5 RUE MAJOR MARTIN;0.0;02/03/2024;0.0;;1125.0;257656;très bonne;36.8;52.6;Électricité;6694.9;0;6.7;69381.0;0.0;2384.7;;29.182056;inférieur à 400m;310.1;4243.9;1.0;5 Rue Major Martin 69001 Lyon;119.9;8217.5;06/08/2023;0.0;14.6;6520203.64;;45.76656998601745,4.832348983533989;12.0;VRAI;15398.3;158.3;;665.3;2.5;FAUX;insuffisante;97.7;69381_4455_00005;5.6;1125.0;9.7;adresse géocodée ban à l'adresse;0.0;;0.0;20216.5;1142,8;1125.0;insuffisant;8789.8;69001;528.9;individuel;LpuJAsNK5TCDIEWDfcM56;310.1;;224.8;302005;;;167.0;appartement;0.0;;07/08/2023;;2369E2665961S;Électricité;individuel;FAUX;8789.8;15398.3;16.4;Moyenne;C;5;310.1;528.9;;151.9;79.2;22.0;insuffisante;F;665.3;;0.0;;;;69001;H1c;;;1845.2;DPE 3CL 2021 méthode logement;25.5;0.0;Rue Major Martin;Lyon;119.9;384.0;6850.7;;ETAGE 3, porte gauche
0.23;23/IMO/3341;dpe appartement individuel;69.0;moyenne;1.0;50.5;842303.18;22/07/2033;VRAI;907.8;2026.6;;FAUX;23/07/2023;0.59;Électricité;1474.5;0.0;84.0;0.0;5-7 RUE JEAN BAPTISTE SAY;0.0;02/03/2024;0.0;;482.1;261388;très bonne;42.7;74.0;Gaz naturel;4890.6;0;9.5;69381.0;0.0;2661.3;;29.182056;inférieur à 400m;199.8;2026.6;1.0;7 Rue Jean-Baptiste Say 69001 Lyon;460.0;6060.8;19/07/2023;0.0;0.0;6520984.08;;45.773616022373226,4.831340954232282;21.0;VRAI;4890.6;93.8;;1570.2;2.5;FAUX;très bonne;137.7;69381_3690_00007;0.0;482.1;41.0;adresse géocodée ban à l'adresse;0.0;;0.0;8708.3;1287,7;482.1;moyen;6917.2;69001;1110.2;individuel;BaaysB9atW3eagjx9cWkr;199.8;;316.6;183618;;;103.0;appartement;0.0;;24/07/2023;;2369E2487762X;Gaz naturel;individuel;FAUX;7695.9;4890.6;39.9;Légère;C;7;199.8;1110.2;0.0;641.1;15.1;36.1;moyenne;C;1620.7;;0.0;;0.0;;69001;H1c;;;2026.6;DPE 3CL 2021 méthode logement;186.0;0.0;Rue Jean-Baptiste Say;Lyon;460.0;117.0;3097.9;;Etage 3
1.17;SER/2023/3213/DPL;dpe appartement individuel;69.0;insuffisante;1.0;24.2;842409.48;16/09/2033;FAUX;1007.6;1788.8;;FAUX;17/09/2023;0.59;Électricité;629.7;0.0;84.0;8.9;11 Rue Chavanne;0.0;02/03/2024;0.0;;743.1;261896;très bonne;55.3;52.1;Gaz naturel;8467.3;0;6.7;69381.0;0.0;2333.8;;29.182056;inférieur à 400m;157.0;1788.8;1.0;11 Rue Chavanne 69001 Lyon;406.1;10407.7;11/09/2023;0.0;19.1;6520024.59;;45.76495604099617,4.8324219706488485;45.0;VRAI;8467.3;170.2;;2328.1;2.8;FAUX;insuffisante;97.0;69381_1585_00011;1.3;743.1;17.5;adresse géocodée ban à l'adresse;0.0;;0.0;11108.8;1140;743.1;insuffisant;10256.1;69001;1922.1;individuel;cYIsuE3kB9_R5l5Y8501o;157.0;;223.0;108585;;;203.0;appartement;0.0;;18/09/2023;bonne;2369E3091785O;Gaz naturel;individuel;VRAI;10626.8;8467.3;28.1;Moyenne;D;11;157.0;1922.1;0.0;273.8;21.5;64.2;insuffisante;D;2352.3;;0.0;;0.0;;69001;H1c;;;1788.8;DPE 3CL 2021 méthode logement;79.4;0.0;Rue Chavanne;Lyon;406.1;213.0;6478.2;;6 eme Etage
1.3;002ER041579-1;dpe appartement individuel;69.0;moyenne;1.0;28.7;842411.69;29/07/2033;FAUX;1822.5;2733.8;;FAUX;30/07/2023;0.96;Électricité;457.6;0.0;84.0;6.1;23 Rue d'Algérie;0.0;02/03/2024;0.0;;1491.3;263739;très bonne;118.8;124.1;Gaz naturel;19735.3;0;15.9;69381.0;0.0;3563.7;;29.182056;inférieur à 400m;206.6;2733.8;1.0;23 Rue d'Algérie 69001 Lyon;620.6;24111.4;31/07/2023;0.0;20.5;6520327.89;;45.76768602635642,4.832540952446535;41.0;VRAI;19735.3;331.9;;5100.5;2.2;FAUX;insuffisante;230.7;69381_0160_00023;2.7;1491.3;12.7;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;23457.3;1625,7;1491.3;insuffisant;22469.0;69001;4479.9;individuel;lme9h2LeWGDKL-6LOxzVR;206.6;;530.7;12779;;;184.0;appartement;0.0;;01/08/2023;très bonne;2369E2602180P;Gaz naturel;individuel;VRAI;22898.7;19735.3;66.9;Légère;D;23;206.6;4479.9;0.0;199.0;137.0;46.8;insuffisante;D;5129.1;;0.0;;0.0;;69001;H1c;;;2733.8;DPE 3CL 2021 méthode logement;57.7;0.0;Rue d'Algérie;Lyon;620.6;189.0;14110.0;;Etage : 5
0.86;MARION 9451 28.06.23;dpe appartement individuel;69.0;moyenne;1.0;38.5;841943.7;02/07/2033;FAUX;956.5;1856.8;;FAUX;03/07/2023;0.61;Électricité;1152.1;0.0;84.0;0.0;23 rue de Flesselles;0.0;02/02/2024;0.0;;612.6;269528;très bonne;39.0;50.0;Gaz naturel;6626.5;0;6.4;69381.0;0.0;2429.7;;29.182056;inférieur à 400m;171.6;1856.8;1.0;23 Rue de Flesselles 69001 Lyon;421.5;8134.6;27/06/2023;0.0;7.5;6520600.07;;45.77023395410617,4.826602054979279;39.0;FAUX;6626.5;104.1;;1925.7;3.8;FAUX;insuffisante;93.0;69381_2785_00023;4.5;612.6;32.1;adresse géocodée ban à l'adresse;0.0;;0.0;9849.3;1125,5;612.6;insuffisant;8483.3;69001;1504.2;individuel;IP7fklQ0dh0gscqhfyi4M;171.6;;213.9;359564;;;181.0;appartement;0.0;;04/07/2023;;2369E2255710V;Gaz naturel;individuel;FAUX;9077.2;6626.5;27.0;Légère;D;23;171.6;1504.2;0.0;500.9;26.8;26.3;bonne;D;1964.2;;0.0;;0.0;;69001;H1c;;;1856.8;DPE 3CL 2021 méthode logement;145.3;0.0;Rue de Flesselles;Lyon;421.5;196.0;3868.1;;1er étage
1.25;MA2205066023;dpe appartement généré à partir des données DPE immeuble;69.0;insuffisante;7.0;47.7;841095.04;27/09/2033;;1295.3;2036.3;;;28/09/2023;0.62;Électricité;1409.7;0.0;84.0;38.5;13 Montée de la Butte;0.0;02/03/2024;58.9;;954.1;270050;insuffisante;329.4;65.9;Gaz naturel;11609.1;0;8.5;69381.0;0.0;2659.5;;29.182056;inférieur à 400m;167.4;2036.3;1.0;13 Montée de la Butte 69001 Lyon;462.2;14195.2;04/01/2023;0.0;145.1;6520454.98;;45.76910401703574,4.815642013259887;47.0;;11609.1;1328.1;;3097.5;2.4;;insuffisante;122.5;69381_1160_00013;41.5;954.1;39.2;adresse géocodée ban à l'adresse;0.0;;0.0;15336.8;8394,4;954.1;;13645.4;69001;2635.3;individuel;te0u0t71zu9kyBX-C1sEE;167.4;426.4;281.7;161569;3.0;;218.0;appartement;0.0;;29/09/2023;;2369E3269418P;Gaz naturel;individuel;;14380.8;11609.1;35.5;Légère;D;13;167.4;2635.3;0.0;612.9;458.3;256.4;insuffisante;D;3145.2;;0.0;2369E3269330F;0.0;;69001;H1c;;;2036.3;DPE 3CL 2021 méthode logement;138.3;0.0;Montée de la Butte;Lyon;462.2;232.0;55281.0;FAUX;0103-01 DPE010849
2.16;332775;dpe appartement individuel;69.0;insuffisante;1.0;23.2;841933.85;21/08/2033;FAUX;1406.9;1773.5;;FAUX;22/08/2023;0.61;Électricité;439.9;0.0;84.0;0.0;26 Rue de Flesselles;0.0;02/03/2024;11.3;;1164.7;270740;insuffisante;75.5;85.4;Gaz naturel;14687.3;0;11.0;69381.0;0.0;2407.0;;29.182056;inférieur à 400m;140.6;1773.5;1.0;26 Rue de Flesselles 69001 Lyon;402.6;17844.0;22/08/2023;0.0;17.1;6520581.96;;45.770072970733644,4.826469955843639;44.0;VRAI;14687.3;280.9;;3736.6;3.4;FAUX;insuffisante;158.9;69381_2785_00026;0.0;1164.7;12.2;adresse géocodée ban à l'adresse;0.0;;0.0;17266.1;1364,8;1164.7;insuffisant;16460.8;69001;3334.0;individuel;FpTUGOcBziUY-iRyHe918;140.6;;365.5;212087;;;196.0;appartement;0.0;;23/08/2023;;2369E2792254D;Gaz naturel;individuel;FAUX;16810.9;14687.3;46.1;Moyenne;D;26;140.6;3334.0;0.0;191.2;88.5;88.4;insuffisante;D;3759.8;;0.0;;0.0;;69001;H1c;;;1773.5;DPE 3CL 2021 méthode logement;55.5;0.0;Rue de Flesselles;Lyon;402.6;202.0;12995.8;;Etage 1
2.43;c429090362522;dpe appartement individuel;69.0;insuffisante;1.0;24.1;842477.1;02/08/2033;FAUX;1426.1;2280.4;;FAUX;03/08/2023;0.43;Électricité;481.8;0.0;84.0;0.0;16 rue Leynaud,;0.0;02/03/2024;0.0;;1140.1;270993;très bonne;73.6;83.0;Gaz naturel;14411.8;0;10.7;69381.0;0.0;3014.2;;29.182056;inférieur à 400m;180.4;2280.4;1.0;16 Rue René Leynaud 69001 Lyon;517.7;17683.6;25/07/2023;0.0;12.5;6520561.01;;45.769771008809315,4.833451980031874;45.0;FAUX;14411.8;227.0;;3789.1;2.8;FAUX;insuffisante;154.4;69381_5990_00016;2.9;1140.1;13.4;adresse non géocodée ban car aucune correspondance trouvée;0.0;;0.0;17529.2;1348,6;1140.1;insuffisant;16692.2;69001;3271.5;individuel;mQFgOoWHYGLfhe4ik8YF8;180.4;168.0;355.2;982125;;;205.0;appartement;0.0;;04/08/2023;;2369E2648824P;Gaz naturel;individuel;FAUX;17056.1;14411.8;44.8;Moyenne;D;16;180.4;3271.5;0.0;209.5;88.3;49.6;insuffisante;D;3813.2;;0.0;;0.0;;69001;H1c;;;2280.4;DPE 3CL 2021 méthode logement;60.8;0.0;Rue René Leynaud;Lyon;517.7;211.0;9339.0;;Etage : Etage 03
0.78;DDT_23687_LYON;dpe appartement individuel;69.0;moyenne;1.0;53.1;842629.72;02/08/2033;FAUX;981.5;1745.8;;FAUX;03/08/2023;0.63;Électricité;1531.0;0.0;84.0;0.0;16 RUE DE L ARBRE SEC;0.0;02/03/2024;23.7;;579.2;300047;insuffisante;46.0;81.8;Gaz naturel;6125.8;0;10.5;69381.0;0.0;2367.9;;29.182056;inférieur à 400m;165.1;1745.8;1.0;16 Rue de l'Arbre Sec 69001 Lyon;396.3;7663.4;03/08/2023;0.0;18.8;6520199.1;;45.76648100464841,4.8353070211571865;22.0;FAUX;6125.8;145.4;;1786.9;2.5;FAUX;moyenne;152.1;69381_0425_00016;0.0;579.2;42.6;adresse géocodée ban à l'adresse;0.0;;0.0;9752.5;1340,3;579.2;insuffisant;7871.6;69001;1390.6;individuel;X0oWEEj8e5VU8hlMZo0SW;165.1;;349.9;298073;;;106.0;appartement;0.0;;04/08/2023;;2369E2637718L;Gaz naturel;individuel;FAUX;8689.4;6125.8;44.1;Légère;C;16;165.1;1390.6;0.0;665.6;6.7;50.2;très bonne;C;1840.0;;0.0;;0.0;;69001;H1c;;;1745.8;DPE 3CL 2021 méthode logement;193.1;0.0;Rue de l'Arbre Sec;Lyon;396.3;119.0;4758.1;;Appartement au 1er étage
2.75;CAILHOL 0723-10 APPARTEMENT T3;dpe appartement individuel;69.0;insuffisante;1.0;46.6;841804.53;15/07/2033;FAUX;1069.3;2348.0;;FAUX;16/07/2023;0.59;Électricité;1416.4;0.0;84.0;0.0;2 Rue Rivet;0.0;02/03/2024;0.0;;651.0;300506;très bonne;38.1;56.1;Gaz naturel;7301.3;0;7.2;69381.0;0.0;2923.4;;29.182056;inférieur à 400m;209.4;2348.0;1.0;2 Rue Rivet 69001 Lyon;533.0;8994.6;16/07/2023;0.0;7.6;6520543.76;;45.76975599730259,4.824795041303645;39.0;FAUX;7301.3;122.9;;2190.4;3.9;FAUX;insuffisante;104.3;69381_6050_00002;0.0;651.0;39.4;adresse géocodée ban à l'adresse;0.0;;0.0;11305.7;1166,6;651.0;moyen;9649.4;69001;1657.4;individuel;9Hsy5h1tylvVsgAbJfa1Q;209.4;;239.9;808602;;;184.0;appartement;0.0;;17/07/2023;;2369E2398891U;Gaz naturel;individuel;FAUX;10369.5;7301.3;30.3;Moyenne;D;2;209.4;1657.4;0.0;615.8;34.8;42.4;insuffisante;D;2237.0;;0.0;;0.0;;69001;H1c;;;2348.0;DPE 3CL 2021 méthode logement;178.6;0.0;Rue Rivet;Lyon;533.0;201.0;4618.5;;Etage : 3ème
1.37;DIA-VRR05-2308-068;dpe appartement individuel;69.0;insuffisante;1.0;32.8;841831.37;23/08/2033;FAUX;1121.8;2248.1;;FAUX;24/08/2023;0.66;Électricité;834.5;0.0;84.0;0.0;32 Quai Saint Vincent;0.0;02/03/2024;0.0;;784.0;308430;très bonne;40.4;74.9;Gaz naturel;9173.6;0;9.6;69381.0;0.0;2906.6;;29.182056;inférieur à 400m;192.1;2248.1;1.0;32 Quai Saint Vincent 69001 Lyon;510.3;11209.2;23/08/2023;0.0;5.1;6520438.3;;45.768801009886815,4.825108943810787;35.0;FAUX;9173.6;132.2;;2592.7;4.3;FAUX;insuffisante;139.3;69381_6590_00032;5.8;784.0;23.2;adresse géocodée ban à l'adresse;0.0;;0.0;12576.5;1293,7;784.0;insuffisant;11421.6;69001;2082.4;individuel;NdaQ0dBE2mJOe2hjleIMO;192.1;;320.4;173601;;;159.0;appartement;0.0;;25/08/2023;;2369E2818793W;Gaz naturel;individuel;FAUX;11923.8;9173.6;40.4;Légère;D;32;192.1;2082.4;0.0;362.8;57.3;23.7;insuffisante;D;2625.5;;0.0;;0.0;;69001;H1c;;;2248.1;DPE 3CL 2021 méthode logement;105.2;0.0;Quai Saint Vincent;Lyon;510.3;167.0;5387.4;;Etage : 2
1.25;MA2205066023;dpe appartement généré à partir des données DPE immeuble;69.0;insuffisante;7.0;59.8;841095.04;27/09/2033;;1559.2;2218.5;;;28/09/2023;0.62;Électricité;1769.5;0.0;84.0;38.5;13 Montée de la Butte;0.0;02/03/2024;58.9;;1166.1;313622;insuffisante;329.4;82.2;Gaz naturel;14788.3;0;10.5;69381.0;0.0;2897.6;;29.182056;inférieur à 400m;174.9;2218.5;1.0;13 Montée de la Butte 69001 Lyon;503.6;18082.6;04/01/2023;0.0;145.1;6520454.98;;45.76910401703574,4.815642013259887;47.0;;14788.3;1328.1;;3860.6;2.4;;insuffisante;152.9;69381_1160_00013;41.5;1166.1;49.2;adresse géocodée ban à l'adresse;0.0;;0.0;19127.9;8394,4;1166.1;;17006.9;69001;3357.0;individuel;_g9Bp5hO6zwFUtusN9iEn;174.9;426.4;351.6;522795;3.0;;218.0;appartement;0.0;;29/09/2023;;2369E3269426X;Gaz naturel;individuel;;17929.1;14788.3;44.3;Légère;D;13;174.9;3357.0;0.0;769.3;458.3;256.4;insuffisante;D;3920.3;;0.0;2369E3269330F;0.0;;69001;H1c;;;2218.5;DPE 3CL 2021 méthode logement;173.8;0.0;Montée de la Butte;Lyon;503.6;232.0;55281.0;FAUX;0103-01 DPE010853
0.72;200723/63997;dpe appartement individuel;69.0;insuffisante;1.0;140.1;842292.18;24/07/2033;VRAI;1604.0;4514.4;;FAUX;25/07/2023;0.51;Électricité;93.6;0.0;84.0;0.0;2 rue d'Oran;0.0;02/03/2024;17.0;;1153.0;315182;insuffisante;81.0;77.1;Gaz naturel;14128.8;0;9.9;69381.0;0.0;2540.7;;29.182056;inférieur à 400m;412.3;4514.4;1.0;2 Rue d'Oran 69001 Lyon;127.6;17448.3;25/07/2023;0.0;11.4;6520251.91;;45.767026981714295,4.8309809929041965;43.0;FAUX;14128.8;252.4;;3207.2;3.0;FAUX;moyenne;143.4;69381_5145_00002;0.8;1153.0;2.6;adresse géocodée ban à l'adresse;0.0;;0.0;19066.6;1308,5;1153.0;moyen;14128.8;69001;3207.2;individuel;vD7_JEi0dNIdhGJ2WhMVT;412.3;;329.8;855298;;;211.0;appartement;0.0;;26/07/2023;;2369E2529045S;Gaz naturel;individuel;FAUX;16275.7;14128.8;30.1;Moyenne;D;2;0.0;3207.2;0.0;40.7;91.7;50.5;insuffisante;D;3347.3;;0.0;;412.3;;69001;H1c;;;1962.8;DPE 3CL 2021 méthode logement;8.5;0.0;Rue d'Oran;Lyon;127.6;247.0;10419.8;;Etage 1
0.62;23/IMO/3379;dpe appartement individuel;69.0;insuffisante;1.0;44.6;842135.35;05/08/2033;FAUX;1232.7;1958.0;;FAUX;06/08/2023;0.61;Électricité;1317.9;0.0;84.0;0.0;28 MONTEE DES CARMELITES;0.0;02/03/2024;13.7;;868.5;315743;insuffisante;50.6;62.1;Gaz naturel;10334.0;0;8.0;69381.0;0.0;2572.5;;29.182056;inférieur à 400m;164.6;1958.0;1.0;28 Montée des Carmélites 69001 Lyon;444.5;12488.4;02/08/2023;0.0;6.2;6520592.07;;45.770121989106656,4.829065036664062;45.0;VRAI;10334.0;154.7;;2790.3;2.8;VRAI;bonne;115.5;69381_1255_00028;4.0;868.5;36.7;adresse géocodée ban à l'adresse;0.0;;0.0;13875.5;1207,1;868.5;insuffisant;12292.0;69001;2345.8;individuel;Bvb93AUo3Zl808tG3t37_;164.6;;265.6;721134;;;209.0;appartement;0.0;;07/08/2023;;2369E2658427Y;Gaz naturel;individuel;FAUX;12980.5;10334.0;33.5;Très lourde;D;28;164.6;2345.8;0.0;573.0;48.8;31.4;insuffisante;D;2834.9;;0.0;;0.0;;69001;H1c;;;1958.0;DPE 3CL 2021 méthode logement;166.2;0.0;Montée des Carmélites;Lyon;444.5;223.0;6527.8;;Etage 1
1.54;2023-03-39840-GLH-SIEGE-SOCIAL-0253.01.01.1006;dpe appartement individuel;69.0;moyenne;1.0;28.9;842453.67;16/07/2033;FAUX;825.3;2085.1;;FAUX;17/07/2023;0.64;Électricité;759.0;0.0;84.0;0.0;19 Rue René Leynaud;0.0;02/02/2024;0.0;;493.3;317085;très bonne;27.2;61.0;Gaz naturel;5057.4;0;7.8;69381.0;0.0;2676.7;;29.182056;inférieur à 400m;203.4;2085.1;1.0;19 Rue René Leynaud 69001 Lyon;473.3;6254.1;11/04/2023;0.0;12.3;6520562.24;;45.769786979907,4.8331509491963605;27.0;FAUX;5057.4;86.9;;1621.4;2.5;VRAI;insuffisante;113.4;69381_5990_00019;0.8;493.3;21.1;adresse géocodée ban à l'adresse;0.0;;0.0;8162.5;1199,8;493.3;insuffisant;7142.5;69001;1148.0;individuel;crx1l60rXCqpHZ0CjfubM;203.4;;260.9;18787;;;124.0;appartement;0.0;;18/07/2023;;2369E2412295I;Gaz naturel;individuel;FAUX;7586.0;5057.4;32.9;Très lourde;C;19;203.4;1148.0;0.0;330.0;26.0;20.6;insuffisante;C;1650.3;;0.0;;0.0;;69001;H1c;;;2085.1;DPE 3CL 2021 méthode logement;95.7;0.0;Rue René Leynaud;Lyon;473.3;133.0;3207.8;;Allée 1 Etage 4
1.81;2284;dpe appartement individuel;69.0;bonne;1.0;20.2;841686.24;24/07/2033;FAUX;1600.3;1919.6;;FAUX;25/07/2023;0.65;Électricité;410.4;0.0;84.0;0.0;17bis Rue des Chartreux;0.0;02/03/2024;0.0;;1363.5;319453;très bonne;112.1;68.8;Gaz naturel;17694.5;0;8.8;69381.0;0.0;2518.3;;29.182056;inférieur à 400m;147.9;1919.6;1.0;17bis Rue des Chartreux 69001 Lyon;435.7;21396.3;23/07/2023;0.0;27.0;6520794.96;;45.77204202640171,4.823348011811668;65.0;VRAI;17694.5;321.8;;4452.4;3.0;VRAI;insuffisante;127.9;69381_1550_00017_bis;1.7;1363.5;11.4;adresse géocodée ban à l'adresse;0.0;;0.0;20318.7;1252,3;1363.5;insuffisant;19614.1;69001;4016.6;individuel;BM_MWkPZUe1Fbjxodt144;147.9;;294.2;232651;;;289.0;appartement;0.0;;26/07/2023;;2369E2531177S;Gaz naturel;individuel;FAUX;19920.4;17694.5;37.1;Très lourde;E;17bis;147.9;4016.6;0.0;178.4;153.0;27.9;insuffisante;E;4472.6;;0.0;;0.0;;69001;H1c;;;1919.6;DPE 3CL 2021 méthode logement;51.8;0.0;Rue des Chartreux;Lyon;435.7;295.0;13987.4;;"Etage 1; Porte Face"
1.2;DO7-009120823;dpe appartement individuel;69.0;insuffisante;1.0;18.7;842605.02;21/08/2033;FAUX;1030.4;2120.7;;FAUX;22/08/2023;0.54;Électricité;398.2;0.0;84.0;0.0;4 Rue Coustou;0.0;02/03/2024;0.0;;765.1;324480;très bonne;56.0;59.7;Gaz naturel;8869.8;0;7.7;69381.0;0.0;2726.9;;29.182056;inférieur à 400m;182.9;2120.7;1.0;4 Rue Coustou 69001 Lyon;481.4;10833.9;22/08/2023;0.0;0.0;6520509.33;;45.76927900576378,4.835082060405096;42.0;FAUX;8869.8;143.6;;2494.8;2.5;FAUX;insuffisante;111.0;69381_1955_00004;4.3;765.1;11.1;adresse géocodée ban à l'adresse;0.0;;0.0;11644.0;1190,9;765.1;insuffisant;10990.5;69001;2013.4;individuel;k4B5bqZRALfW46jXmydVa;182.9;;255.3;222024;;;188.0;appartement;0.0;;23/08/2023;;2369E2790964N;Gaz naturel;individuel;FAUX;11274.6;8869.8;32.2;Légère;D;4;182.9;2013.4;0.0;173.2;51.5;31.8;insuffisante;D;2513.6;;0.0;;0.0;;69001;H1c;;;2120.7;DPE 3CL 2021 méthode logement;50.2;0.0;Rue Coustou;Lyon;481.4;195.0;5734.5;;2ème étage
0.98;230910560;dpe appartement individuel;69.0;insuffisante;1.0;25.0;842481.57;11/09/2033;FAUX;842.7;1979.9;;FAUX;12/09/2023;0.61;Électricité;687.7;0.0;84.0;0.0;13 RUE SAINTE CATHERINE;0.0;02/03/2024;0.0;;542.5;325527;très bonne;28.8;46.0;Gaz naturel;5691.8;0;5.9;69381.0;0.0;2528.3;;29.182056;inférieur à 400m;188.7;1979.9;1.0;13 Rue Sainte Catherine 69001 Lyon;449.4;6991.0;11/09/2023;0.0;0.0;6520388.49;;45.76821696951563,4.833457942081857;38.0;VRAI;5691.8;79.8;;1741.5;2.7;FAUX;insuffisante;85.5;69381_6610_00013;2.0;542.5;19.1;adresse géocodée ban à l'adresse;0.0;;0.0;8556.1;1077,3;542.5;insuffisant;7671.7;69001;1292.0;individuel;Ih-eCC_2DdeJliJaWA00u;188.7;;196.8;851230;;;175.0;appartement;0.0;;13/09/2023;;2369E3038177S;Gaz naturel;individuel;FAUX;8056.2;5691.8;24.8;Légère;D;13;188.7;1292.0;0.0;299.0;11.2;37.7;bonne;D;1766.5;;0.0;;0.0;;69001;H1c;;;1979.9;DPE 3CL 2021 méthode logement;86.7;0.0;Rue Sainte Catherine;Lyon;449.4;186.0;2911.2;;4 et 2ème porte de gauche en sortie d ascenseur
1.24;DO7-009254923;dpe appartement individuel;69.0;moyenne;1.0;45.6;841672.15;24/09/2033;VRAI;3592.1;3165.3;;FAUX;25/09/2023;0.67;Électricité;834.5;0.0;84.0;0.0;54 Bd de la Croix-Rousse;0.0;02/03/2024;39.2;;3171.1;327614;insuffisante;243.5;174.1;Gaz naturel;45249.8;0;22.3;69381.0;0.0;4161.8;;29.182056;inférieur à 400m;221.8;3165.3;1.0;54 Boulevard de la Croix-Rousse 69001 Lyon;718.5;55028.3;03/09/2023;0.0;32.5;6520944.03;;45.77338695710929,4.8232110397399595;63.0;VRAI;45249.8;747.8;;10990.2;2.5;FAUX;insuffisante;323.7;69381_2005_00054;7.2;3171.1;23.2;adresse géocodée ban à l'adresse;0.0;;0.0;49994.1;1963,3;3171.1;moyen;48415.1;69001;10271.7;individuel;fdlx_gcBVYYoa6fQxGk9G;221.8;;744.5;468859;;;282.0;appartement;0.0;;26/09/2023;;2369E3215193A;Gaz naturel;individuel;FAUX;49101.6;45249.8;93.9;Moyenne;E;54;221.8;10271.7;0.0;362.8;333.8;91.6;insuffisante;E;11035.8;;0.0;;0.0;;69001;H1c;;;3165.3;DPE 3CL 2021 méthode logement;105.2;0.0;Boulevard de la Croix-Rousse;Lyon;718.5;287.0;33887.4;;
